"decimalLatitude","decimalLongitude","value"
51.57759,5.236,1
51.28274,3.37284,1
52.94726,6.27243,1
51.5507,5.33458,1
51.90927,4.07624,1
52.09714,-9.77881,1
51.22392,2.90167,1
50.9717,3.9917,1
52.76595,6.4573,1
51.89649,4.07432,1
52.26082,4.54159,1
53.09697,6.37498,1
51.58188,4.69575,1
51.38429,4.96515,1
51.36638,4.95056,1
51.9156,4.0874,1
51.53502,5.34418,1
51.55171,5.27225,1
51.58211,4.70527,1
51.51304,4.47566,1
52.26467,4.54269,1
51.28683,4.50518,1
52.26377,4.54338,1
51.55694,5.28113,1
51.58188,4.69575,1
52.12899,4.40178,1
51.536,5.34504,1
52.4048,4.61388,1
51.58202,4.70527,1
51.21812,3.18815,1
51.0888,4.0764,1
51.02702,5.75884,1
52.94726,6.27243,1
53.0721,6.42776,1
50.84642,5.84864,1
51.55911,5.28277,1
51.20575,4.11859,1
51.02702,5.75884,1
46.29917,4.71917,1
51.5074,4.47865,1
51.5507,5.33458,1
51.70059,5.785,1
51.51304,4.47566,1
51.51313,4.47566,1
52.37494,4.59678,1
50.92699,4.66057,1
51.55973,5.2604,1
51.61264,6.01141,1
52.02247,5.73315,1
51.58477,4.69787,1
51.51331,4.4758,1
52.01252,6.00408,1
52.02247,5.73315,1
52.27165,4.46473,1
51.9538,4.9999,1
51.68101,5.92661,1
52.01252,6.00408,1
50.89086,2.86949,1
51.10954,3.11951,1
52.10059,4.4277,1
52.75506,6.65183,1
51.18641,3.74681,1
50.72725,3.62542,1
50.94941,5.44341,1
53.09683,6.37447,1
51.90277,4.06992,1
51.89812,4.07549,1
52.1403,4.37874,1
51.27129,4.1096,1
51.35881,4.33311,1
51.18794,4.51919,1
51.58256,4.70512,1
52.15879,5.4787,1
51.47725,4.38569,1
51.57822,4.70114,1
51.89518,4.07449,1
51.50776,4.47865,1
50.80669,5.31244,1
52.10242,-9.78631,1
50.93172,3.32344,1
51.00027,2.99421,1
52.15923,5.47654,1
52.02678,6.03182,1
51.90454,4.07182,1
52.9529,6.26058,1
52.1588,5.47743,1
51.00656,3.73496,1
52.10821,4.33847,1
52.03557,4.17758,1
53.64064,-9.36905,1
51.8616,4.42112,1
52.01755,4.66864,1
51.87033,4.05237,1
51.79723,3.89653,1
52.10221,6.29942,1
53.66348,-8.84031,1
53.77958,-9.7718,1
51.97276,4.18225,1
51.87359,4.05052,1
52.95605,6.2589,1
51.3932,4.97964,1
50.78897,3.45426,1
52.96133,6.25508,1
52.80731,6.04721,1
51.86722,4.0628,1
51.86761,4.06233,1
53.4829,-9.20655,1
52.79897,6.05984,1
51.86722,4.0628,1
52.79182,6.43459,1
50.93617,4.1627,1
52.95242,6.26347,1
52.81959,6.01981,1
52.82213,6.43687,1
51.9857,4.12446,1
51.79852,3.89842,1
53.95045,-9.5673,1
52.04674,4.20305,1
52.02337,6.45365,1
51.87335,4.04396,1
50.77066,3.41208,1
51.10612,3.87639,1
50.98009,3.835,1
52.01757,4.66821,1
52.4901,6.14597,1
51.97548,4.17978,1
51.91654,4.09757,1
-35.0819,138.66166,1
51.97261,4.17488,1
52.80731,6.04721,1
51.98169,4.14392,1
51.91649,4.09915,1
52.02329,6.45372,1
50.88739,3.39549,1
50.78886,3.44008,1
51.79727,3.89644,1
52.04902,4.20682,1
52.01671,4.66666,1
51.99237,6.01746,1
52.95605,6.2589,1
53.74475,-8.70779,1
52.49073,6.14584,1
50.79828,3.49663,1
51.86847,4.06035,1
53.6564,-9.36578,1
53.48073,-9.19821,1
52.79182,6.43459,1
51.91748,4.0921,1
51.86809,4.06025,1
53.58454,-9.54845,1
54.06297,-9.15152,1
51.86785,4.0587,1
52.96158,6.2544,1
52.4901,6.14597,1
53.94355,-9.39799,1
51.82693,3.953,1
53.95185,-8.90779,1
50.98092,5.87843,1
52.95914,6.25177,1
52.81941,6.90561,1
51.71096,5.92757,1
51.75445,4.13705,1
51.23095,3.67463,1
52.34626,5.72687,1
50.98054,5.87793,1
52.96078,6.25149,1
51.71989,5.8951,1
51.13341,3.96182,1
51.63254,5.99093,1
51.63254,5.99093,1
50.98092,5.87843,1
51.8,4.01649,1
51.72187,5.89123,1
51.99566,6.1948,1
51.87722,4.06896,1
52.95958,6.2516,1
51.99634,6.11425,1
45.13825,10.43645,1
45.21923,8.23034,1
50.97943,5.87894,1
51.68597,5.94301,1
54.68042,-2.74388,1
50.94002,5.48588,1
52.88123,-0.67122,1
-35.17867,138.50934,1
52.7588,6.63802,1
50.95759,5.52901,1
51.44863,4.50566,1
53.80263,11.04821,1
52.45855,10.17594,1
51.47562,4.47695,1
52.30685,9.59089,1
50.96096,3.62171,1
48.25889,10.06694,1
51.43962,4.52002,1
52.53001,10.23067,1
50.95197,3.62185,1
52.45855,10.17594,1
51.92456,10.49447,1
48.61385,13.3865,1
50.40068,8.95557,1
51.43964,4.50563,1
52.98127,10.61125,1
47.67545,10.10674,1
52.45392,13.40401,1
51.43969,4.44811,1
52.45078,10.45572,1
52.71352,9.81388,1
51.46665,4.44815,1
51.44868,4.44812,1
49.02397,10.62374,1
52.98007,10.5122,1
50.04303,8.5017,1
53.05917,10.5625,1
48.90414,10.11978,1
51.53171,9.91035,1
53.89559,10.75939,1
53.98103,11.24803,1
51.34756,9.65904,1
54.11245,10.81055,1
51.44869,4.43374,1
51.43965,4.49125,1
49.07397,10.62373,1
50.87886,6.16169,1
52.44126,10.47014,1
51.44861,4.52005,1
49.02397,10.62374,1
50.95188,3.60762,1
48.29901,13.28822,1
48.60113,13.39251,1
48.9053,10.15965,1
47.56587,10.25145,1
48.90944,10.26368,1
48.58427,13.4598,1
48.64062,13.44057,1
53.99203,11.37506,1
48.82416,8.18378,1
52.51507,10.14853,1
53.61822,9.7005,1
48.80481,11.7523,1
53.50777,10.20645,1
48.27954,10.0724,1
52.41268,13.00232,1
63.42317,10.51098,1
48.80481,11.7523,1
51.11612,4.34757,1
49.98994,8.84777,1
53.58665,10.02368,1
50.89014,3.82181,1
50.82908,5.87777,1
51.41274,4.41931,1
52.77644,10.26827,1
50.77151,5.86753,1
50.98044,3.92043,1
50.96262,3.96331,1
50.9427,3.57931,1
51.15208,4.34756,1
53.42795,10.33092,1
53.65105,9.97104,1
48.34367,9.49708,1
50.82712,5.87449,1
50.48673,8.33177,1
52.8904,5.6244,1
50.32892,8.55148,1
47.55791,10.26841,1
53.76403,10.58381,1
50.77151,5.86753,1
50.72954,4.26275,1
50.77116,5.86398,1
51.0236,3.57794,1
49.81722,7.83497,1
50.94112,5.869,1
49.79075,7.95586,1
51.472,9.00969,1
51.09814,4.41896,1
51.47563,4.46256,1
50.02385,8.45737,1
50.29672,8.59823,1
47.48693,10.28269,1
52.8904,5.6244,1
51.44859,4.53443,1
49.40949,10.90741,1
50.31926,8.54739,1
50.92866,5.71322,1
50.82926,5.8782,1
51.11613,4.36185,1
53.27266,9.8395,1
52.62727,10.52459,1
50.93279,3.45145,1
50.31402,8.52341,1
52.67092,5.98078,1
50.92257,5.42857,1
50.7795,5.34026,1
50.75287,5.29719,1
50.81845,5.66531,1
52.77877,6.52935,1
51.06196,4.13362,1
50.781,3.59621,1
53.32462,13.37474,1
53.64016,8.86185,1
49.99246,7.84557,1
50.8705,3.53791,1
51.25068,5.95276,1
50.77027,5.36842,1
50.87711,5.48438,1
50.75655,4.34772,1
51.15842,3.57565,1
52.52783,6.00854,1
50.77254,5.9197,1
50.84856,5.63991,1
50.96005,5.24437,1
50.77085,5.29755,1
50.83377,5.29879,1
53.38005,8.67268,1
50.02745,9.64711,1
50.77137,5.91898,1
50.97161,3.96323,1
52.77831,6.53053,1
51.05731,5.87892,1
52.6996,-8.81194,1
50.86653,5.6404,1
50.97156,3.94899,1
51.25421,5.94764,1
52.22847,4.45319,1
48.87399,10.29045,1
53.42346,8.62399,1
47.81459,7.6676,1
51.03955,5.41698,1
50.86406,4.66017,1
52.77895,6.52936,1
51.05723,5.87521,1
52.68826,6.01577,1
50.82898,5.9212,1
50.77137,5.91898,1
50.96184,3.77827,1
53.42346,8.70731,1
50.75448,3.66751,1
50.76347,3.66737,1
50.85755,5.64016,1
50.93515,3.83551,1
53.65217,8.77996,1
50.41618,8.22739,1
50.5707,9.18697,1
52.67945,5.95539,1
50.77254,5.9197,1
50.00069,8.56153,1
52.27304,10.58116,1
50.86151,3.53807,1
52.49059,6.15217,1
51.09681,3.80511,1
50.4196,9.04268,1
48.90944,10.26368,1
50.77254,5.9197,1
51.25481,5.9541,1
51.18373,5.37734,1
50.87583,5.61223,1
50.42752,8.22576,1
53.32347,8.62399,1
54.25188,-8.42955,1
50.77926,5.36861,1
50.75265,5.32553,1
51.11498,3.84773,1
53.57911,10.09107,1
48.9859,10.21377,1
54.25865,-7.81329,1
48.35629,10.00056,1
50.95377,4.00608,1
48.57842,13.41877,1
47.67972,10.33836,1
49.02397,10.62374,1
48.0109,7.76328,1
50.00069,8.56153,1
49.95661,8.40918,1
50.93748,5.7277,1
50.77015,5.38259,1
50.78999,3.59606,1
50.93521,3.84974,1
52.95395,10.56172,1
47.56587,10.25145,1
50.77938,5.35443,1
50.99498,5.37324,1
51.03967,5.40272,1
52.68826,6.01577,1
51.44864,4.49128,1
48.00348,7.77643,1
47.59948,10.29483,1
51.25439,5.94865,1
50.8123,5.66731,1
50.76186,5.29737,1
50.75299,5.28302,1
50.86141,3.52386,1
51.06057,3.74849,1
52.8494,8.77564,1
53.42346,8.87395,1
52.51546,-8.72029,1
50.81904,5.66563,1
50.77995,5.28355,1
50.71155,4.24863,1
53.42346,8.79063,1
51.2538,5.93489,1
51.05605,5.87891,1
50.89319,5.66956,1
50.87552,5.64064,1
52.59488,-8.47368,1
52.67265,-8.56765,1
