"decimalLatitude","decimalLongitude","value"
50.93765,5.71348,1
50.93599,4.07735,1
52.62263,10.0785,1
41.81434,-88.06026,1
52.09814,5.95144,1
51.99844,5.7829,1
52.53424,6.12949,1
50.99157,5.71504,1
52.00293,5.78033,1
50.88435,5.6551,1
51.15184,4.60482,1
52.09606,5.95013,1
52.09606,5.95013,1
50.90264,5.62716,1
51.0021,5.57286,1
51.02877,5.60207,1
50.97781,5.27319,1
50.71158,4.2911,1
49.96017,8.5223,1
42.92005,-72.58917,1
52.0377,5.77702,1
50.92866,5.71322,1
52.78223,6.1852,1
50.97747,5.3159,1
50.94117,5.35785,1
51.45768,4.41936,1
51.15382,5.67688,1
48.41999,11.72154,1
49.13641,8.91335,1
51.20952,5.50671,1
50.97826,3.52175,1
41.18329,-81.6569,1
51.2004,5.52079,1
51.13381,4.10469,1
49.97242,8.40454,1
44.39283,-72.44452,1
52.37441,5.86446,1
51.29967,5.48025,1
52.0377,5.77702,1
50.66731,11.2306,1
50.87047,5.20007,1
41.18118,-81.65216,1
41.18167,-81.65275,1
50.80082,5.99003,1
51.04366,4.00538,1
42.96381,-72.5275,1
51.20026,5.5351,1
49.83898,8.56779,1
47.44968,8.31871,1
43.1343,-73.12772,1
50.0727,9.04534,1
51.24867,3.63139,1
50.92882,5.699,1
50.97792,5.25895,1
44.25717,-72.58069,1
50.97747,5.3159,1
48.27931,12.14916,1
50.97747,5.3159,1
52.78232,6.18573,1
50.90347,5.92503,1
50.97792,5.25895,1
51.56395,14.11795,1
51.067,5.36053,1
51.20924,5.53533,1
50.97792,5.25895,1
48.67305,13.48194,1
52.0878,5.88721,1
50.97813,5.23047,1
52.07336,5.8826,1
52.0627,5.86306,1
50.91548,10.21368,1
50.86015,5.37034,1
51.32243,4.69178,1
52.12364,5.35,1
