"decimalLatitude","decimalLongitude","value"
52.33785,5.79987,1
52.92031,6.66192,1
53.05817,6.52215,1
52.26206,5.92835,1
50.95372,5.98761,1
52.4626,6.07908,1
52.07917,6.0489,1
52.55168,6.54485,1
52.90658,6.67393,1
52.88482,6.73012,1
52.04848,5.8304,1
51.8056,5.89546,1
52.24773,4.46988,1
52.95639,6.73816,1
52.29284,5.90851,1
52.3588,5.87485,1
52.86806,6.79611,1
52.25459,5.85123,1
53.06187,6.68227,1
52.86122,5.55019,1
52.22553,5.87826,1
52.96707,6.76302,1
52.07917,6.0489,1
52.104,5.242,1
52.99351,6.72967,1
52.90789,6.65298,1
51.8056,5.89546,1
52.10199,5.3216,1
52.86122,5.55019,1
52.09119,6.05455,1
52.10082,5.32277,1
52.99601,6.70805,1
52.28439,6.75406,1
52.85293,6.79849,1
53.07834,6.51691,1
51.70593,5.11037,1
52.10199,5.3216,1
52.37035,5.89944,1
52.02231,5.81828,1
52.20843,5.75306,1
51.43797,5.89857,1
53.03501,6.71688,1
52.09119,6.05455,1
50.86682,5.78371,1
50.95372,5.98761,1
44.32968,-72.34689,1
51.52481,4.30207,1
52.32915,5.93733,1
51.9761,5.55344,1
52.0376,5.8561,1
52.37439,5.83487,1
51.97327,5.55697,1
51.9761,5.55344,1
53.01555,6.31788,1
52.35202,5.78327,1
52.3387,5.75836,1
52.98033,6.39208,1
52.41355,6.02439,1
51.88514,6.20678,1
52.80519,6.89936,1
52.84633,6.72721,1
51.40792,5.34732,1
52.05384,6.03043,1
51.40792,5.34732,1
51.73303,5.71414,1
51.4783,4.38278,1
52.05384,6.03043,1
51.37867,5.654,1
52.8555,6.74353,1
51.60319,4.85074,1
52.05384,6.03043,1
51.54607,5.14889,1
51.55543,4.54273,1
51.49868,4.60268,1
52.94231,6.44531,1
51.49937,4.33537,1
51.51897,5.49706,1
50.85667,5.99083,1
51.50138,4.82141,1
51.60718,5.93511,1
52.85355,6.86794,1
51.47867,4.40538,1
51.57512,5.70824,1
52.97365,6.75876,1
51.51211,4.53096,1
51.47893,5.09577,1
52.1345,5.29884,1
52.8126,6.88883,1
51.91618,6.55041,1
52.85355,6.86794,1
52.94231,6.44531,1
52.85355,6.86794,1
51.68711,5.59248,1
51.48291,5.76374,1
51.37806,4.34075,1
50.85747,5.99082,1
51.4783,4.38278,1
52.32142,5.87162,1
52.14839,6.86922,1
52.09351,6.07984,1
52.94231,6.44531,1
51.90633,6.56413,1
52.89949,6.92473,1
51.92662,6.54195,1
52.05384,6.03043,1
51.91618,6.55041,1
52.91609,6.94741,1
51.54003,5.77862,1
52.98099,6.63434,1
51.41202,5.11805,1
51.40792,5.34732,1
51.32672,5.16489,1
52.07865,5.88651,1
52.22796,5.7721,1
51.49937,4.33537,1
51.67059,5.79088,1
51.51423,5.46752,1
52.8555,6.74353,1
51.67059,5.79088,1
51.54607,5.14889,1
51.95529,6.5192,1
51.51423,5.46752,1
52.8133,6.87822,1
52.3784,5.93393,1
51.49937,4.33537,1
51.95529,6.5192,1
52.39182,5.97321,1
51.51191,4.53332,1
52.84633,6.72721,1
52.38568,6.00423,1
51.50127,4.58723,1
51.51133,4.52665,1
51.51897,5.49706,1
52.37737,5.91145,1
51.41506,4.32653,1
52.41355,6.02439,1
52.8555,6.74353,1
51.47867,4.40538,1
52.35754,5.85794,1
51.48291,5.76374,1
51.33295,5.34379,1
52.07486,6.04924,1
51.81435,5.93975,1
44.26793,-72.57979,1
51.63841,5.70392,1
51.4202,4.91917,1
52.07486,6.04924,1
52.01104,6.00734,1
51.4202,4.91917,1
44.48311,-73.1861,1
51.30215,5.25851,1
41.27621,-81.14302,1
52.7882,6.21769,1
51.71704,5.41376,1
44.26807,-72.57512,1
51.4202,4.91917,1
51.3006,5.41021,1
52.01104,6.00734,1
51.3006,5.41021,1
51.85169,6.40328,1
52.14667,5.53966,1
52.28482,6.72271,1
52.10645,6.26991,1
52.08181,6.6016,1
51.05495,5.85781,1
51.93861,6.69751,1
51.45155,4.36246,1
52.25285,5.93511,1
51.50712,4.35811,1
53.0445,6.46826,1
52.01954,6.45866,1
52.25796,5.96487,1
51.78529,5.83843,1
53.0445,6.46826,1
52.12543,6.01265,1
52.14667,5.53966,1
52.70777,4.68565,1
52.14277,5.98769,1
52.08181,6.6016,1
51.93861,6.69751,1
51.99647,5.87243,1
51.45308,4.30665,1
51.62468,5.26756,1
52.17762,5.19312,1
52.41518,6.86453,1
51.62468,5.26756,1
52.32816,5.06358,1
52.32816,5.06358,1
51.78982,5.78065,1
52.86952,7.09808,1
51.48473,5.15476,1
52.08618,5.33504,1
51.99652,5.87211,1
51.62468,5.26756,1
51.78982,5.78065,1
51.45308,4.30665,1
51.78982,5.78065,1
52.9589,7.0925,1
52.28035,5.79363,1
52.94412,7.13269,1
51.15426,6.04137,1
51.15571,5.92243,1
51.15571,5.92243,1
52.93545,7.08578,1
52.5328,4.61996,1
52.30332,4.81403,1
51.62866,6.05798,1
52.15085,6.59317,1
52.72095,6.66444,1
52.31753,6.763,1
51.55039,5.50355,1
51.15571,5.92243,1
52.94673,7.1354,1
52.31753,6.763,1
52.96631,7.11452,1
52.5328,4.61996,1
51.52576,5.21515,1
52.22685,5.67816,1
52.15085,6.59317,1
52.95102,7.12151,1
52.19466,5.86254,1
51.21971,5.90229,1
51.43793,6.19155,1
52.02066,5.42428,1
51.15426,6.04137,1
53.03654,7.11239,1
53.03654,7.11239,1
53.03654,7.11239,1
52.96631,7.11452,1
52.94412,7.13269,1
52.23287,5.73773,1
52.14944,5.5436,1
52.11284,5.49443,1
51.55364,5.50944,1
51.13973,5.90129,1
52.96631,7.11452,1
